"col_yeux";"col_cheveux"
"obs3053";"LIGHT";"Medium"
"obs3054";"MEDIUM";"Red"
"obs3055";"BLUE";"Medium"
"obs3056";"MEDIUM";"Medium"
"obs3057";"MEDIUM";"Medium"
"obs3058";"MEDIUM";"Dark"
"obs3059";"MEDIUM";"Medium"
"obs3060";"BLUE";"Fair"
"obs3061";"MEDIUM";"Medium"
"obs3062";"LIGHT";"Medium"
"obs3063";"DARK";"Black"
"obs3064";"LIGHT";"Fair"
"obs3065";"LIGHT";"Medium"
"obs3066";"MEDIUM";"Dark"
"obs3067";"DARK";"Dark"
"obs3068";"MEDIUM";"Dark"
"obs3069";"DARK";"Medium"
"obs3070";"LIGHT";"Medium"
"obs3071";"MEDIUM";"Fair"
"obs3072";"LIGHT";"Medium"
"obs3073";"MEDIUM";"Fair"
"obs3074";"MEDIUM";"Medium"
"obs3075";"DARK";"Dark"
"obs3076";"LIGHT";"Fair"
"obs3077";"LIGHT";"Fair"
"obs3078";"MEDIUM";"Medium"
"obs3079";"BLUE";"Fair"
"obs3080";"MEDIUM";"Medium"
"obs3081";"MEDIUM";"Dark"
"obs3082";"BLUE";"Medium"
"obs3083";"MEDIUM";"Medium"
"obs3084";"DARK";"Dark"
"obs3085";"MEDIUM";"Fair"
"obs3086";"BLUE";"Fair"
"obs3087";"MEDIUM";"Dark"
"obs3088";"MEDIUM";"Fair"
"obs3089";"DARK";"Medium"
"obs3090";"LIGHT";"Medium"
"obs3091";"DARK";"Dark"
"obs3092";"LIGHT";"Red"
"obs3093";"LIGHT";"Dark"
"obs3094";"DARK";"Black"
"obs3095";"MEDIUM";"Medium"
"obs3096";"LIGHT";"Medium"
"obs3097";"LIGHT";"Fair"
"obs3098";"MEDIUM";"Medium"
"obs3099";"DARK";"Medium"
"obs3100";"DARK";"Dark"
"obs3101";"BLUE";"Fair"
"obs3102";"MEDIUM";"Medium"
"obs3103";"MEDIUM";"Medium"
"obs3104";"MEDIUM";"Dark"
"obs3105";"LIGHT";"Medium"
"obs3106";"BLUE";"Fair"
"obs3107";"MEDIUM";"Medium"
"obs3108";"DARK";"Medium"
"obs3109";"LIGHT";"Dark"
"obs3110";"MEDIUM";"Fair"
"obs3111";"DARK";"Medium"
"obs3112";"LIGHT";"Dark"
"obs3113";"LIGHT";"Red"
"obs3114";"MEDIUM";"Medium"
"obs3115";"MEDIUM";"Medium"
"obs3116";"LIGHT";"Medium"
"obs3117";"LIGHT";"Medium"
"obs3118";"MEDIUM";"Medium"
"obs3119";"DARK";"Medium"
"obs3120";"MEDIUM";"Medium"
"obs3121";"LIGHT";"Medium"
"obs3122";"DARK";"Dark"
"obs3123";"MEDIUM";"Dark"
"obs3124";"MEDIUM";"Medium"
"obs3125";"DARK";"Dark"
"obs3126";"DARK";"Fair"
"obs3127";"LIGHT";"Medium"
"obs3128";"MEDIUM";"Medium"
"obs3129";"LIGHT";"Dark"
"obs3130";"BLUE";"Fair"
"obs3131";"LIGHT";"Medium"
"obs3132";"BLUE";"Dark"
"obs3133";"MEDIUM";"Dark"
"obs3134";"MEDIUM";"Fair"
"obs3135";"LIGHT";"Medium"
"obs3136";"DARK";"Dark"
"obs3137";"LIGHT";"Fair"
"obs3138";"MEDIUM";"Fair"
"obs3139";"LIGHT";"Medium"
"obs3140";"MEDIUM";"Medium"
"obs3141";"LIGHT";"Fair"
"obs3142";"DARK";"Medium"
"obs3143";"DARK";"Dark"
"obs3144";"LIGHT";"Medium"
"obs3145";"BLUE";"Dark"
"obs3146";"LIGHT";"Medium"
"obs3147";"LIGHT";"Fair"
"obs3148";"LIGHT";"Fair"
"obs3149";"MEDIUM";"Dark"
"obs3150";"LIGHT";"Dark"
"obs3151";"LIGHT";"Fair"
"obs3152";"MEDIUM";"Medium"
"obs3153";"MEDIUM";"Medium"
"obs3154";"DARK";"Dark"
"obs3155";"LIGHT";"Fair"
"obs3156";"BLUE";"Dark"
"obs3157";"LIGHT";"Medium"
"obs3158";"DARK";"Medium"
"obs3159";"MEDIUM";"Medium"
"obs3160";"DARK";"Dark"
"obs3161";"LIGHT";"Fair"
"obs3162";"LIGHT";"Medium"
"obs3163";"DARK";"Fair"
"obs3164";"LIGHT";"Fair"
"obs3165";"LIGHT";"Medium"
"obs3166";"DARK";"Dark"
"obs3167";"LIGHT";"Fair"
"obs3168";"DARK";"Dark"
"obs3169";"LIGHT";"Fair"
"obs3170";"BLUE";"Medium"
"obs3171";"DARK";"Dark"
"obs3172";"LIGHT";"Medium"
"obs3173";"DARK";"Dark"
"obs3174";"DARK";"Dark"
"obs3175";"BLUE";"Dark"
"obs3176";"MEDIUM";"Red"
"obs3177";"BLUE";"Dark"
"obs3178";"BLUE";"Fair"
"obs3179";"DARK";"Dark"
"obs3180";"DARK";"Dark"
"obs3181";"LIGHT";"Fair"
"obs3182";"LIGHT";"Medium"
"obs3183";"MEDIUM";"Dark"
"obs3184";"DARK";"Medium"
"obs3185";"MEDIUM";"Medium"
"obs3186";"DARK";"Dark"
"obs3187";"DARK";"Dark"
"obs3188";"MEDIUM";"Dark"
"obs3189";"MEDIUM";"Medium"
"obs3190";"BLUE";"Red"
"obs3191";"DARK";"Dark"
"obs3192";"DARK";"Medium"
"obs3193";"BLUE";"Fair"
"obs3194";"LIGHT";"Medium"
"obs3195";"DARK";"Medium"
"obs3196";"BLUE";"Fair"
"obs3197";"LIGHT";"Medium"
"obs3198";"MEDIUM";"Red"
"obs3199";"MEDIUM";"Medium"
"obs3200";"MEDIUM";"Dark"
"obs3201";"BLUE";"Medium"
"obs3202";"MEDIUM";"Fair"
"obs3203";"BLUE";"Fair"
"obs3204";"MEDIUM";"Dark"
"obs3205";"DARK";"Dark"
"obs3206";"BLUE";"Medium"
"obs3207";"LIGHT";"Medium"
"obs3208";"MEDIUM";"Dark"
"obs3209";"DARK";"Dark"
"obs3210";"DARK";"Medium"
"obs3211";"DARK";"Dark"
"obs3212";"LIGHT";"Fair"
"obs3213";"MEDIUM";"Medium"
"obs3214";"DARK";"Dark"
"obs3215";"DARK";"Dark"
"obs3216";"DARK";"Dark"
"obs3217";"DARK";"Medium"
"obs3218";"MEDIUM";"Medium"
"obs3219";"BLUE";"Medium"
"obs3220";"MEDIUM";"Medium"
"obs3221";"DARK";"Medium"
"obs3222";"LIGHT";"Medium"
"obs3223";"DARK";"Medium"
"obs3224";"MEDIUM";"Fair"
"obs3225";"LIGHT";"Fair"
"obs3226";"MEDIUM";"Medium"
"obs3227";"MEDIUM";"Fair"
"obs3228";"MEDIUM";"Dark"
"obs3229";"LIGHT";"Fair"
"obs3230";"MEDIUM";"Fair"
"obs3231";"MEDIUM";"Medium"
"obs3232";"DARK";"Dark"
"obs3233";"MEDIUM";"Medium"
"obs3234";"DARK";"Medium"
"obs3235";"BLUE";"Medium"
"obs3236";"MEDIUM";"Dark"
"obs3237";"LIGHT";"Medium"
"obs3238";"DARK";"Medium"
"obs3239";"LIGHT";"Medium"
"obs3240";"MEDIUM";"Dark"
"obs3241";"MEDIUM";"Medium"
"obs3242";"LIGHT";"Medium"
"obs3243";"DARK";"Dark"
"obs3244";"MEDIUM";"Fair"
"obs3245";"BLUE";"Medium"
"obs3246";"LIGHT";"Fair"
"obs3247";"BLUE";"Fair"
"obs3248";"DARK";"Medium"
"obs3249";"DARK";"Dark"
"obs3250";"LIGHT";"Dark"
"obs3251";"DARK";"Dark"
"obs3252";"DARK";"Dark"
"obs3253";"DARK";"Medium"
"obs3254";"MEDIUM";"Dark"
"obs3255";"LIGHT";"Fair"
"obs3256";"DARK";"Dark"
"obs3257";"DARK";"Dark"
"obs3258";"LIGHT";"Fair"
"obs3259";"LIGHT";"Fair"
"obs3260";"LIGHT";"Dark"
"obs3261";"LIGHT";"Fair"
"obs3262";"MEDIUM";"Dark"
"obs3263";"LIGHT";"Medium"
"obs3264";"MEDIUM";"Dark"
"obs3265";"LIGHT";"Fair"
"obs3266";"LIGHT";"Fair"
"obs3267";"DARK";"Dark"
"obs3268";"DARK";"Dark"
"obs3269";"BLUE";"Fair"
"obs3270";"MEDIUM";"Dark"
"obs3271";"MEDIUM";"Fair"
"obs3272";"DARK";"Dark"
"obs3273";"MEDIUM";"Fair"
"obs3274";"MEDIUM";"Medium"
"obs3275";"MEDIUM";"Fair"
"obs3276";"MEDIUM";"Fair"
"obs3277";"MEDIUM";"Medium"
"obs3278";"MEDIUM";"Medium"
"obs3279";"LIGHT";"Fair"
"obs3280";"BLUE";"Medium"
"obs3281";"BLUE";"Fair"
"obs3282";"MEDIUM";"Medium"
"obs3283";"DARK";"Medium"
"obs3284";"LIGHT";"Dark"
"obs3285";"BLUE";"Dark"
"obs3286";"LIGHT";"Medium"
"obs3287";"DARK";"Dark"
"obs3288";"MEDIUM";"Medium"
"obs3289";"MEDIUM";"Medium"
"obs3290";"BLUE";"Red"
"obs3291";"LIGHT";"Fair"
"obs3292";"DARK";"Medium"
"obs3293";"MEDIUM";"Medium"
"obs3294";"BLUE";"Red"
"obs3295";"LIGHT";"Dark"
"obs3296";"LIGHT";"Fair"
"obs3297";"DARK";"Medium"
"obs3298";"LIGHT";"Fair"
"obs3299";"LIGHT";"Dark"
"obs3300";"MEDIUM";"Medium"
"obs3301";"DARK";"Dark"
"obs3302";"DARK";"Dark"
"obs3303";"MEDIUM";"Medium"
"obs3304";"MEDIUM";"Medium"
"obs3305";"LIGHT";"Medium"
"obs3306";"LIGHT";"Medium"
"obs3307";"MEDIUM";"Dark"
"obs3308";"MEDIUM";"Fair"
"obs3309";"DARK";"Dark"
"obs3310";"MEDIUM";"Dark"
"obs3311";"MEDIUM";"Medium"
"obs3312";"DARK";"Black"
"obs3313";"LIGHT";"Fair"
"obs3314";"BLUE";"Fair"
"obs3315";"MEDIUM";"Fair"
"obs3316";"DARK";"Fair"
"obs3317";"LIGHT";"Medium"
"obs3318";"MEDIUM";"Medium"
"obs3319";"MEDIUM";"Medium"
"obs3320";"MEDIUM";"Red"
"obs3321";"BLUE";"Fair"
"obs3322";"DARK";"Medium"
"obs3323";"LIGHT";"Fair"
"obs3324";"LIGHT";"Medium"
"obs3325";"MEDIUM";"Medium"
"obs3326";"BLUE";"Medium"
"obs3327";"BLUE";"Medium"
"obs3328";"LIGHT";"Dark"
"obs3329";"LIGHT";"Dark"
"obs3330";"BLUE";"Fair"
"obs3331";"DARK";"Medium"
"obs3332";"MEDIUM";"Medium"
"obs3333";"MEDIUM";"Dark"
"obs3334";"BLUE";"Fair"
"obs3335";"BLUE";"Medium"
"obs3336";"BLUE";"Medium"
"obs3337";"BLUE";"Medium"
"obs3338";"MEDIUM";"Medium"
"obs3339";"LIGHT";"Medium"
"obs3340";"DARK";"Black"
"obs3341";"LIGHT";"Medium"
"obs3342";"DARK";"Medium"
"obs3343";"LIGHT";"Red"
"obs3344";"DARK";"Dark"
"obs3345";"LIGHT";"Medium"
"obs3346";"LIGHT";"Fair"
"obs3347";"MEDIUM";"Medium"
"obs3348";"LIGHT";"Fair"
"obs3349";"LIGHT";"Fair"
"obs3350";"MEDIUM";"Red"
"obs3351";"MEDIUM";"Medium"
"obs3352";"DARK";"Medium"
"obs3353";"DARK";"Medium"
"obs3354";"MEDIUM";"Medium"
"obs3355";"DARK";"Fair"
"obs3356";"DARK";"Dark"
"obs3357";"LIGHT";"Medium"
"obs3358";"LIGHT";"Fair"
"obs3359";"DARK";"Dark"
"obs3360";"BLUE";"Fair"
"obs3361";"LIGHT";"Medium"
"obs3362";"LIGHT";"Medium"
"obs3363";"DARK";"Dark"
"obs3364";"MEDIUM";"Medium"
"obs3365";"LIGHT";"Fair"
"obs3366";"LIGHT";"Fair"
"obs3367";"LIGHT";"Medium"
"obs3368";"LIGHT";"Dark"
"obs3369";"LIGHT";"Medium"
"obs3370";"LIGHT";"Fair"
"obs3371";"MEDIUM";"Medium"
"obs3372";"LIGHT";"Fair"
"obs3373";"LIGHT";"Fair"
"obs3374";"MEDIUM";"Dark"
"obs3375";"DARK";"Dark"
"obs3376";"LIGHT";"Fair"
"obs3377";"MEDIUM";"Fair"
"obs3378";"MEDIUM";"Medium"
"obs3379";"MEDIUM";"Dark"
"obs3380";"MEDIUM";"Medium"
"obs3381";"BLUE";"Red"
"obs3382";"LIGHT";"Fair"
"obs3383";"LIGHT";"Fair"
"obs3384";"LIGHT";"Medium"
"obs3385";"LIGHT";"Fair"
"obs3386";"LIGHT";"Red"
"obs3387";"LIGHT";"Red"
"obs3388";"LIGHT";"Medium"
"obs3389";"MEDIUM";"Medium"
"obs3390";"MEDIUM";"Medium"
"obs3391";"BLUE";"Dark"
"obs3392";"LIGHT";"Medium"
"obs3393";"DARK";"Medium"
"obs3394";"DARK";"Medium"
"obs3395";"MEDIUM";"Red"
"obs3396";"DARK";"Medium"
"obs3397";"DARK";"Medium"
"obs3398";"LIGHT";"Dark"
"obs3399";"DARK";"Fair"
"obs3400";"LIGHT";"Fair"
"obs3401";"DARK";"Medium"
"obs3402";"DARK";"Dark"
"obs3403";"BLUE";"Fair"
"obs3404";"MEDIUM";"Medium"
"obs3405";"DARK";"Dark"
"obs3406";"MEDIUM";"Medium"
"obs3407";"MEDIUM";"Dark"
"obs3408";"DARK";"Black"
"obs3409";"BLUE";"Dark"
"obs3410";"DARK";"Dark"
"obs3411";"MEDIUM";"Medium"
"obs3412";"BLUE";"Fair"
"obs3413";"MEDIUM";"Medium"
"obs3414";"DARK";"Dark"
"obs3415";"BLUE";"Dark"
"obs3416";"BLUE";"Fair"
"obs3417";"BLUE";"Medium"
"obs3418";"BLUE";"Red"
"obs3419";"BLUE";"Fair"
"obs3420";"DARK";"Dark"
"obs3421";"DARK";"Medium"
"obs3422";"DARK";"Fair"
"obs3423";"BLUE";"Medium"
"obs3424";"LIGHT";"Fair"
"obs3425";"MEDIUM";"Medium"
"obs3426";"BLUE";"Medium"
"obs3427";"DARK";"Dark"
"obs3428";"LIGHT";"Fair"
"obs3429";"MEDIUM";"Fair"
"obs3430";"LIGHT";"Fair"
"obs3431";"BLUE";"Medium"
"obs3432";"MEDIUM";"Medium"
"obs3433";"MEDIUM";"Red"
"obs3434";"LIGHT";"Medium"
"obs3435";"MEDIUM";"Fair"
"obs3436";"MEDIUM";"Fair"
"obs3437";"MEDIUM";"Medium"
"obs3438";"DARK";"Dark"
"obs3439";"DARK";"Black"
"obs3440";"DARK";"Medium"
"obs3441";"LIGHT";"Fair"
"obs3442";"BLUE";"Fair"
"obs3443";"MEDIUM";"Fair"
"obs3444";"LIGHT";"Fair"
"obs3445";"MEDIUM";"Dark"
"obs3446";"BLUE";"Fair"
"obs3447";"LIGHT";"Fair"
"obs3448";"DARK";"Medium"
"obs3449";"DARK";"Dark"
"obs3450";"BLUE";"Medium"
"obs3451";"BLUE";"Fair"
"obs3452";"DARK";"Dark"
"obs3453";"DARK";"Fair"
"obs3454";"LIGHT";"Medium"
"obs3455";"DARK";"Dark"
"obs3456";"DARK";"Medium"
"obs3457";"MEDIUM";"Medium"
"obs3458";"MEDIUM";"Dark"
"obs3459";"BLUE";"Medium"
"obs3460";"LIGHT";"Medium"
"obs3461";"MEDIUM";"Medium"
"obs3462";"BLUE";"Medium"
"obs3463";"LIGHT";"Fair"
"obs3464";"BLUE";"Medium"
"obs3465";"LIGHT";"Dark"
"obs3466";"MEDIUM";"Dark"
"obs3467";"LIGHT";"Fair"
"obs3468";"LIGHT";"Medium"
"obs3469";"LIGHT";"Medium"
"obs3470";"LIGHT";"Medium"
"obs3471";"MEDIUM";"Medium"
"obs3472";"DARK";"Medium"
"obs3473";"LIGHT";"Medium"
"obs3474";"LIGHT";"Dark"
"obs3475";"MEDIUM";"Medium"
"obs3476";"DARK";"Dark"
"obs3477";"DARK";"Dark"
"obs3478";"MEDIUM";"Medium"
"obs3479";"LIGHT";"Dark"
"obs3480";"LIGHT";"Dark"
"obs3481";"MEDIUM";"Medium"
"obs3482";"DARK";"Medium"
"obs3483";"DARK";"Dark"
"obs3484";"DARK";"Medium"
"obs3485";"DARK";"Dark"
"obs3486";"MEDIUM";"Dark"
"obs3487";"LIGHT";"Medium"
"obs3488";"DARK";"Medium"
"obs3489";"MEDIUM";"Medium"
"obs3490";"MEDIUM";"Medium"
"obs3491";"LIGHT";"Fair"
"obs3492";"DARK";"Dark"
"obs3493";"DARK";"Medium"
"obs3494";"LIGHT";"Fair"
"obs3495";"MEDIUM";"Medium"
"obs3496";"MEDIUM";"Fair"
"obs3497";"MEDIUM";"Fair"
"obs3498";"LIGHT";"Fair"
"obs3499";"MEDIUM";"Medium"
"obs3500";"BLUE";"Medium"
"obs3501";"DARK";"Medium"
"obs3502";"MEDIUM";"Dark"
"obs3503";"LIGHT";"Fair"
"obs3504";"MEDIUM";"Dark"
"obs3505";"MEDIUM";"Dark"
"obs3506";"MEDIUM";"Medium"
"obs3507";"MEDIUM";"Dark"
"obs3508";"BLUE";"Dark"
"obs3509";"LIGHT";"Fair"
"obs3510";"MEDIUM";"Fair"
"obs3511";"MEDIUM";"Dark"
"obs3512";"LIGHT";"Medium"
"obs3513";"BLUE";"Medium"
"obs3514";"LIGHT";"Medium"
"obs3515";"DARK";"Dark"
"obs3516";"MEDIUM";"Fair"
"obs3517";"DARK";"Dark"
"obs3518";"BLUE";"Medium"
"obs3519";"LIGHT";"Fair"
"obs3520";"MEDIUM";"Red"
"obs3521";"LIGHT";"Fair"
"obs3522";"DARK";"Dark"
"obs3523";"MEDIUM";"Medium"
"obs3524";"MEDIUM";"Dark"
"obs3525";"DARK";"Dark"
"obs3526";"BLUE";"Fair"
"obs3527";"MEDIUM";"Medium"
"obs3528";"DARK";"Dark"
"obs3529";"BLUE";"Fair"
"obs3530";"DARK";"Red"
"obs3531";"MEDIUM";"Fair"
"obs3532";"MEDIUM";"Medium"
"obs3533";"LIGHT";"Medium"
"obs3534";"MEDIUM";"Fair"
"obs3535";"BLUE";"Fair"
"obs3536";"LIGHT";"Medium"
"obs3537";"MEDIUM";"Dark"
"obs3538";"DARK";"Medium"
"obs3539";"LIGHT";"Fair"
"obs3540";"MEDIUM";"Medium"
"obs3541";"LIGHT";"Medium"
"obs3542";"BLUE";"Medium"
"obs3543";"LIGHT";"Fair"
"obs3544";"MEDIUM";"Dark"
"obs3545";"DARK";"Dark"
"obs3546";"MEDIUM";"Medium"
"obs3547";"MEDIUM";"Medium"
"obs3548";"LIGHT";"Dark"
"obs3549";"BLUE";"Medium"
"obs3550";"MEDIUM";"Medium"
"obs3551";"DARK";"Dark"
"obs3552";"MEDIUM";"Dark"
"obs3553";"MEDIUM";"Fair"
"obs3554";"MEDIUM";"Medium"
"obs3555";"LIGHT";"Fair"
"obs3556";"LIGHT";"Medium"
"obs3557";"LIGHT";"Medium"
"obs3558";"LIGHT";"Medium"
"obs3559";"LIGHT";"Fair"
"obs3560";"BLUE";"Fair"
"obs3561";"LIGHT";"Fair"
"obs3562";"BLUE";"Red"
"obs3563";"LIGHT";"Medium"
"obs3564";"DARK";"Fair"
"obs3565";"BLUE";"Medium"
"obs3566";"MEDIUM";"Red"
"obs3567";"MEDIUM";"Fair"
"obs3568";"LIGHT";"Medium"
"obs3569";"LIGHT";"Medium"
"obs3570";"DARK";"Dark"
"obs3571";"DARK";"Dark"
"obs3572";"LIGHT";"Dark"
"obs3573";"LIGHT";"Fair"
"obs3574";"DARK";"Dark"
"obs3575";"MEDIUM";"Fair"
"obs3576";"BLUE";"Red"
"obs3577";"MEDIUM";"Dark"
"obs3578";"MEDIUM";"Dark"
"obs3579";"DARK";"Dark"
"obs3580";"DARK";"Dark"
"obs3581";"MEDIUM";"Medium"
"obs3582";"LIGHT";"Medium"
"obs3583";"DARK";"Medium"
"obs3584";"MEDIUM";"Medium"
"obs3585";"DARK";"Medium"
"obs3586";"DARK";"Red"
"obs3587";"LIGHT";"Fair"
"obs3588";"DARK";"Black"
"obs3589";"BLUE";"Dark"
"obs3590";"LIGHT";"Medium"
"obs3591";"MEDIUM";"Medium"
"obs3592";"LIGHT";"Fair"
"obs3593";"LIGHT";"Medium"
"obs3594";"MEDIUM";"Fair"
"obs3595";"LIGHT";"Fair"
"obs3596";"BLUE";"Fair"
"obs3597";"DARK";"Fair"
"obs3598";"BLUE";"Medium"
"obs3599";"MEDIUM";"Medium"
"obs3600";"BLUE";"Fair"
"obs3601";"LIGHT";"Fair"
"obs3602";"MEDIUM";"Red"
"obs3603";"LIGHT";"Red"
"obs3604";"DARK";"Dark"
"obs3605";"LIGHT";"Medium"
"obs3606";"LIGHT";"Medium"
"obs3607";"DARK";"Dark"
"obs3608";"MEDIUM";"Dark"
"obs3609";"LIGHT";"Medium"
"obs3610";"BLUE";"Fair"
"obs3611";"LIGHT";"Medium"
"obs3612";"LIGHT";"Red"
"obs3613";"MEDIUM";"Dark"
"obs3614";"LIGHT";"Medium"
"obs3615";"BLUE";"Medium"
"obs3616";"DARK";"Dark"
"obs3617";"MEDIUM";"Medium"
"obs3618";"DARK";"Medium"
"obs3619";"LIGHT";"Fair"
"obs3620";"LIGHT";"Medium"
"obs3621";"BLUE";"Fair"
"obs3622";"DARK";"Dark"
"obs3623";"LIGHT";"Red"
"obs3624";"BLUE";"Fair"
"obs3625";"MEDIUM";"Fair"
"obs3626";"LIGHT";"Fair"
"obs3627";"DARK";"Medium"
"obs3628";"DARK";"Medium"
"obs3629";"LIGHT";"Fair"
"obs3630";"DARK";"Dark"
"obs3631";"LIGHT";"Red"
"obs3632";"LIGHT";"Fair"
"obs3633";"MEDIUM";"Medium"
"obs3634";"DARK";"Dark"
"obs3635";"MEDIUM";"Fair"
"obs3636";"MEDIUM";"Medium"
"obs3637";"LIGHT";"Red"
"obs3638";"MEDIUM";"Fair"
"obs3639";"DARK";"Dark"
"obs3640";"MEDIUM";"Fair"
"obs3641";"LIGHT";"Dark"
"obs3642";"MEDIUM";"Red"
"obs3643";"MEDIUM";"Dark"
"obs3644";"MEDIUM";"Medium"
"obs3645";"DARK";"Red"
"obs3646";"LIGHT";"Fair"
"obs3647";"LIGHT";"Medium"
"obs3648";"BLUE";"Medium"
"obs3649";"DARK";"Dark"
"obs3650";"LIGHT";"Fair"
"obs3651";"MEDIUM";"Dark"
"obs3652";"LIGHT";"Fair"
"obs3653";"LIGHT";"Medium"
"obs3654";"LIGHT";"Fair"
"obs3655";"MEDIUM";"Dark"
"obs3656";"BLUE";"Medium"
"obs3657";"MEDIUM";"Dark"
"obs3658";"LIGHT";"Fair"
"obs3659";"BLUE";"Medium"
"obs3660";"LIGHT";"Fair"
"obs3661";"LIGHT";"Fair"
"obs3662";"LIGHT";"Medium"
"obs3663";"MEDIUM";"Fair"
"obs3664";"MEDIUM";"Dark"
"obs3665";"LIGHT";"Medium"
"obs3666";"DARK";"Dark"
"obs3667";"LIGHT";"Medium"
"obs3668";"DARK";"Dark"
"obs3669";"MEDIUM";"Medium"
"obs3670";"MEDIUM";"Dark"
"obs3671";"MEDIUM";"Medium"
"obs3672";"MEDIUM";"Dark"
"obs3673";"LIGHT";"Medium"
"obs3674";"DARK";"Medium"
"obs3675";"MEDIUM";"Fair"
"obs3676";"LIGHT";"Medium"
"obs3677";"MEDIUM";"Medium"
"obs3678";"LIGHT";"Fair"
"obs3679";"MEDIUM";"Medium"
"obs3680";"LIGHT";"Fair"
"obs3681";"LIGHT";"Medium"
"obs3682";"MEDIUM";"Medium"
"obs3683";"BLUE";"Medium"
"obs3684";"MEDIUM";"Fair"
"obs3685";"LIGHT";"Fair"
"obs3686";"LIGHT";"Medium"
"obs3687";"MEDIUM";"Medium"
"obs3688";"LIGHT";"Fair"
"obs3689";"LIGHT";"Fair"
"obs3690";"DARK";"Medium"
"obs3691";"LIGHT";"Fair"
"obs3692";"LIGHT";"Medium"
"obs3693";"MEDIUM";"Medium"
"obs3694";"BLUE";"Medium"
"obs3695";"DARK";"Medium"
"obs3696";"LIGHT";"Medium"
"obs3697";"MEDIUM";"Medium"
"obs3698";"DARK";"Black"
"obs3699";"BLUE";"Dark"
"obs3700";"LIGHT";"Fair"
"obs3701";"LIGHT";"Fair"
"obs3702";"LIGHT";"Fair"
"obs3703";"MEDIUM";"Medium"
"obs3704";"BLUE";"Fair"
"obs3705";"MEDIUM";"Medium"
"obs3706";"MEDIUM";"Dark"
"obs3707";"MEDIUM";"Medium"
"obs3708";"BLUE";"Medium"
"obs3709";"DARK";"Dark"
"obs3710";"LIGHT";"Fair"
"obs3711";"LIGHT";"Medium"
"obs3712";"MEDIUM";"Dark"
"obs3713";"DARK";"Dark"
"obs3714";"LIGHT";"Medium"
"obs3715";"LIGHT";"Medium"
"obs3716";"LIGHT";"Red"
"obs3717";"BLUE";"Fair"
"obs3718";"DARK";"Dark"
"obs3719";"LIGHT";"Medium"
"obs3720";"MEDIUM";"Medium"
"obs3721";"LIGHT";"Fair"
"obs3722";"LIGHT";"Medium"
"obs3723";"MEDIUM";"Dark"
"obs3724";"MEDIUM";"Dark"
"obs3725";"BLUE";"Fair"
"obs3726";"MEDIUM";"Medium"
"obs3727";"LIGHT";"Medium"
"obs3728";"LIGHT";"Fair"
"obs3729";"LIGHT";"Red"
"obs3730";"MEDIUM";"Medium"
"obs3731";"MEDIUM";"Medium"
"obs3732";"LIGHT";"Fair"
"obs3733";"DARK";"Fair"
"obs3734";"DARK";"Dark"
"obs3735";"MEDIUM";"Medium"
"obs3736";"MEDIUM";"Dark"
"obs3737";"DARK";"Dark"
"obs3738";"LIGHT";"Dark"
"obs3739";"MEDIUM";"Fair"
"obs3740";"MEDIUM";"Fair"
"obs3741";"MEDIUM";"Dark"
"obs3742";"LIGHT";"Fair"
"obs3743";"LIGHT";"Fair"
"obs3744";"LIGHT";"Medium"
"obs3745";"DARK";"Medium"
"obs3746";"DARK";"Medium"
"obs3747";"MEDIUM";"Medium"
"obs3748";"DARK";"Red"
"obs3749";"LIGHT";"Dark"
"obs3750";"BLUE";"Fair"
"obs3751";"DARK";"Dark"
"obs3752";"DARK";"Medium"
"obs3753";"MEDIUM";"Medium"
"obs3754";"MEDIUM";"Medium"
"obs3755";"DARK";"Dark"
"obs3756";"LIGHT";"Fair"
"obs3757";"MEDIUM";"Medium"
"obs3758";"DARK";"Dark"
"obs3759";"DARK";"Dark"
"obs3760";"DARK";"Dark"
"obs3761";"LIGHT";"Fair"
"obs3762";"BLUE";"Fair"
"obs3763";"MEDIUM";"Dark"
"obs3764";"MEDIUM";"Dark"
"obs3765";"DARK";"Dark"
"obs3766";"LIGHT";"Fair"
"obs3767";"MEDIUM";"Dark"
"obs3768";"LIGHT";"Dark"
"obs3769";"LIGHT";"Fair"
"obs3770";"LIGHT";"Dark"
"obs3771";"DARK";"Black"
"obs3772";"LIGHT";"Medium"
"obs3773";"DARK";"Dark"
"obs3774";"MEDIUM";"Medium"
"obs3775";"MEDIUM";"Medium"
"obs3776";"DARK";"Medium"
"obs3777";"BLUE";"Fair"
"obs3778";"BLUE";"Fair"
"obs3779";"LIGHT";"Medium"
"obs3780";"BLUE";"Dark"
"obs3781";"LIGHT";"Fair"
"obs3782";"DARK";"Medium"
"obs3783";"DARK";"Dark"
"obs3784";"MEDIUM";"Fair"
"obs3785";"MEDIUM";"Medium"
"obs3786";"DARK";"Dark"
"obs3787";"DARK";"Dark"
"obs3788";"LIGHT";"Fair"
"obs3789";"MEDIUM";"Medium"
"obs3790";"LIGHT";"Medium"
"obs3791";"MEDIUM";"Dark"
"obs3792";"LIGHT";"Medium"
"obs3793";"DARK";"Medium"
"obs3794";"MEDIUM";"Medium"
"obs3795";"LIGHT";"Fair"
"obs3796";"LIGHT";"Dark"
"obs3797";"BLUE";"Fair"
"obs3798";"DARK";"Dark"
"obs3799";"LIGHT";"Fair"
"obs3800";"BLUE";"Fair"
"obs3801";"MEDIUM";"Fair"
"obs3802";"DARK";"Black"
